tweet,label
@forevernee i hate a copy cat ass bitch monkey see monkey do ass bitch,1
@ohmynina amen @ignorantlesbian overall bitches do better and stop being so stupid cause yall hoes are stupider than ya realize,1
@buckm00se chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,0
@tomcatstraight tounge punching smelly turtle pussy,1
facebook is for fags,1
lmao! @cholliegrapes is fish pussy wett,1
@beenbasedb do this nigga think he mick foley,1
@strangleme your mother looks like a toughasnails birdi see where you got 12 of that from nice food too!,2
@diggabitch that pussy keep calling me gettin me in trouble,1
i tell the truuuooooth that bitch is ugly yeah her aunt and momma too i was gone lie about er but bro i had to tell the truth,1
@drnrdx @brandonfxrd you're not safe pussy boy looooool,0
these bitches really marry to some rich ass niggas,1
@drudgereport shy bladder group protests rob lowe directv ad,2
@davidlyon1690 @shannonmacleod he wants pussy nd a dini mean a cat,1
them pretty bitches love me them bitches love me guccccci,1
amanda is a bitch omg i would beat her ass lol,1
9733@9733@9733@9733@9733 grand opening ! 9733@9733@9733@9733@9733 top class 9733 oriental massage 9733 perfect !9733,2
@theroot don lemon gets called an uncle tom doesn't like it,2
"@burke113 @donthebear ""the nig"" ok you're the big time shit talker on twitter no name no face no info",1
"@sekhmet1975 cactus is a yellow lab chow mix too! hershey was everybody's ""active"" buddy cactus is one special pup she's an angel",2
@ryancruz travis always on my tl being ghetto,2
@waynedupreeshow fear mongering by the left is dying wake up who are you going 2 believe charlie rangel and hussein or mia love and c8230,2
@tastemygayness idc i can still get it that's my pussy,1
@prayingforhead hide ur bitches or else,1
@irelatesgirl when that one stupid bitch pops up on your timeline,1
@goldbonequeen stevie j turned a hoe into a housewife and nikko turned a housewife into a hoe9757 !i swear this shit can happen,1
this bitch looks like a tranny tho,1
@ervgulfwings14 i think zlatan even has class in the way he talks trash,2
@nyjusdntgaf to late niggers died first,1
rap bitches prolly scared of remy ma lol,1
the bucs has 2 great uniforms and ruined them both for that trash smh,2
lame niggas trash,1
@hitmanholla @ayeverb ok i'm watching mook vs luxneither of them was good but mook won 30 this wasn't close to me vs hitm8230,2
had to get that hoe shit off my tl,1
bitches always like you got hoes i be like duhh i'm tryna make you one of em nbs,1
can't stand that faggot,0
8220@trueeast that 82206 god8221 by drake is so trash dawg8221 thank you ass water !,1
gaga is that bitch who probably gives a lapdances,1
@pedroballout 8220@apeezybaby new year's eve bitches be like nye14 drunkinlove beyonce,1
dad why are your eyes so red son i smoked weed dad dad don't lie to me you were crying because you are a faggot,1
"""@idntwearcondoms watch women try to argue with me like they have a dick and actually fucked some pussy before"" i hate when bitches do that",1
i wanna go to a trash talk concert,2
@ripvuhsace most of yall females boring as fuck then yall wonder why niggas only talk about havin sex bc theres nothin else to talk abo8230,1
for all you psychology bitches on your periods do this to chill tf out,1
@that1guyjeff thank you i hate you eat poison fall down run face first into a wall yankees missed the playoffs,1
@sincere18 when ya friends nag you like they yo bitch mayne chill tf,1
"i just read prolly 11 tweets from 11 different girls about how their looong relationship ended today daaaamn ""yo hoe will get slayed""",1
that bitch came flyin in ! lmao,1
@birdieb420 lets record a song bitch right nowb,1
@robincoldiron those god damn bitches smh run away!,1
@shaelynspacyyy they trash though,1
how's work bitch @mdsaab1,1
"""you look like little birds help you get dressed in the morning""",2
@misterrrager 8220@viridoesitt i already know you trash if being tatted is on the list of things you want in a nigga8221 off top,1
quit hurting these women cuz i'm tired of all the bitterness a nigga gotta go through cuz you a hoe ass nigga,1
i just wish some females would look in the mirror b4 they hop on social networks amp talk down on hoes,1
@christymack ugly flat chested prude ass white bitch,1
"@dariusferg14 ""@vsamone dudes probably just think eating pussy is sucking on pussy lips "" fse cut it out",1
that pussy fat whatchu feeding it,1
@willstreakk @tycff10111 by trash i meant u lmaooo,2
@realniggasherm i can't trust a bitch i can't trust myself,1
@officialccane naah da twitter bird,2
u ho@realwizkhalifa u hot i really like the way u keep te flow natural,2
one thing i love about my relationship is we have an understanding that we don't like cute shit cute is for the birds,1
august alsina ghetto,1
@lanebelgarde @gillisseth yeah right queer the only piece of ass you've ever got is when it finger broke thru the toilet paper,1
i hate when bitches try to talk shit with chipped nails,1
@corylafon 8220@gvmby this bitch possessed by the thot demon,1
you still can't turn a hoe into a house wife !,1
@groundzero1984 that's true in some ways gaming is very broad now a days tho everyone is a gamer with candy crush and angry birds,2
@savagejayy bruh some of yall bitches lucky and do not realize it tisk tisk,1
casey matthews is so trash this is big,2
@mosoknowso @troyave i got no interest in tall skinny model bitches! i like my women with some ass amp hips,1
@conradmlg im goin now so be expecting to get slept faggot,1
i never seen a asian or chinese bitch pregnant shit i throught they kids just spawn like call of duty,1
i grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork,2
@elenaraquel its swag bitch aha,1
@jawshoeeahhh you're a bitch lol,1
@louisck a video i made porn actress sexy capri anderson kissing video with charlie sheen via @youtube,2
@fucktyler me too tyler it just makes me think that they're lil nigger baby hoodrats,0
"@rappersaid when joey bada said ""traded in my nikes for a new mic i guess it's safe to say he sold his soles for a new life""",2
pops told me never stick ya in a broke bitch,1
jj watt was on his grown man shit all night now let's get it yankees,1
@xnastyy lol you probably right fuck you bitch ! in spanish,1
don't mind that twinkies are gonna be gone very concerned about the rest of hostesses product line,2
this new shit i'm workin on yea nigguh!,1
"bitch ass people are the first to call someone out for being a ""bitch""",1
@theellenshow stfu trash,1
@krbfarms @cornfrmr homemade angel food yellow cake with halfinch chocolate frosting devil's food to die for pecan pie,2
why are people saying don't let guys treat you like a yellow starburst that's my favorite,2
@yoboijackson fck all you hoes catch a grip!,1
@basedgvbe trash,2
@b0ssladyre go to sleep bitch,1
@boburnham in the future gay culture will be considered cool by america's teens and instead of wiggers there will be straggots,0
"@hoodbibie and on the 7th day god said ""these hoes are for everybody""",1
@xloyaltome bitch i'm up for sale every weekend,1
@jllve looks prime for some trash pick up,2
they probably hate me even more because not only do i look white when i'm technically a poc but i have white hair now i'm double cracker,1
u got niggas an i got bitches,1
never that serious @cthaqueen thought you was finna cruise with a new bitch 9995,1
hoe ass nigga,0
@usweekly every1 is so over the bigass bitches!,1
@blackmanusa you're killin' me man! lt3 not all conservatives are racists just like not all nbp hate honkies,1
boyyyyy if i had a bitch who pussy taste lil mama's spaghetti that would b 1 happy bitch!8230,1
@snapbacktc wake me up when da bitches get here,1
so real it's unreal lol yankees worldseries 27andcounting mlb mlbtheshow12,2
teachers call you a pussy for not doing senior skip day,1
@townhallcom charlie crist refuses to back down from racebased attack on gop,2
"""@keyshawnswag peel up peel up bring it back up rewind back where i'm from they move shaq from the line"" ooooow who tf said that trash!",2
"@jdickerson @scottpelley @bobschieffer all racist ntx trash w @norahodonnell all hate to see this particular man in wh n not the ""butler""",0
@amyalkon school admins take hungry kids' lunch amp throw in trash because their lunch funds aren't paid up that'll teach em!,2
@swayhasanswers twerking is ghetto until white people do it hip hop culture is violent amp dangerous until they want to profit of it ht8230,1
if i hold the door open for you bitch you betta say thank you or imma slam the door in ya back,1
my god mother thinks im a stoner because she has someone watch my tweets lmfao no ya boy clean as nikki minaj pussy,1
@revenant0202 seriously florida a vote for charlie christ is a vote for taxes and ebola,2
@flemingryan5 @savannaasanford hoe,1
@weallknowa we all know a faggot named luke,1
@pushupsensei mcnair had brisket sizzlin on the grill when his side hoe laid the uzi game down,1
"@clicquotsuave we were at the party last night and p goes""bro this nigg got on chucks just chillin and dancing w all the bitches""8230",1
news flash obama won the election and increase their numbers in congress stop with the bullshit already and compromise bitches!,1
dayum u gyp u gone have mfs thinking im wiping my face wpissy diapers n shyt grrrrrr,1
@colarbearr 8220@hoeslovemytweet niggas really be proud of having hoes but how many of y'all gonna bring them dirty bitches home to your8230,1
every slant in losangeles should be deported those scum have no right to be here chinatown should be bulldozed,0
@lilmenifee no hoes no baes no dipssidelines no nothing,1
"""this recipe calls for a leftover brownie what the hell is a leftover brownie that's just a brownie you haven't eaten yet""@ericanadine26",2
8220@dlogue22 asians have short beds my feet are hanging off the edge of the bed 8221 cuddle me bitch i'm right beside you,1
@heissarcastic if my jokes offend you 1 i'm sorry 2 it won't happen again 3 1 amp 2 are lies 4 you're a pussy 5 your mom hates you8230,1
ugly fucking nigger baby thought it was a gorilla at first1488,0
dumb little broad move the fuck along bitch,1
omg bitch buy a dildo and stfu,1
@zitlalyl @vicmanzan0 haha doubt it did you see all them bitches you had at the track field there were soo many,1
@ncrusade @godmaniac come wage with us fag,0
omggt i was throwing beer bottles on street and yelling at drunk homeless people to stop harassing the trannies game6 torturebaseball,1
